PC1,PC2,PC3,Ticker,Cluster
-0.0377322641216352,-0.31476244144758764,-0.10757696369048869,TER,7.0
0.2118058525014737,0.0010494545252402703,0.08123569889693262,TGT,31.0
0.0009980020201641275,0.10411912999748074,-0.0821299734362564,TJX,32.0
0.23368349884159217,-0.14427964626469145,0.06367853229825679,TMO,22.0
0.016548223167027726,0.1512684223087831,-0.02705331191040332,TRV,6.0
0.2677343685012786,-0.2780639813673333,-0.07525126175451219,TTWO,5.0
0.05642043823402181,-0.23339635486895852,-0.02009125871456718,TXN,7.0
0.23042673627693025,-0.15972596891194124,-0.06037357993487887,TYL,5.0
-0.5648989269090163,0.17494251639050856,-0.39791248925017864,UAL,21.0
0.10248102780258796,0.2966642378502724,-0.11284761442425861,UDR,33.0
-0.15037209958918168,0.091126273929783,-0.1977558429426715,ULTA,32.0
0.11676197662180397,-0.005877248920154169,-0.03363153081991826,UNH,26.0
-0.06533233981173753,-0.025752684101728335,0.07749470090935275,UNP,9.0
-0.1768864081548844,0.11048910337812116,0.09116574027777721,USB,15.0
0.03739227552579563,-0.08727864833391583,-0.07291833918016145,V,2.0
-0.3334387490191847,0.09002341567160196,-0.013566135214936065,VLO,27.0
0.17330770165885917,-0.1638796500662795,-0.011849608221743507,VRSN,3.0
0.18736271056015671,-0.2833399711879655,0.055699148992359025,VRTX,24.0
0.10428087839679921,-0.056916105561362264,0.021451921186559267,WAT,0.0
-0.2781581880042271,-0.26621954837070083,-0.12370547153979591,WDC,7.0
-0.19412823606563298,0.10384050141053094,0.07567398375619823,WFC,15.0
-0.36321808008906264,-0.05474345187954542,0.14143627740913214,WMB,29.0
0.3137905688974286,0.037389351574926045,0.09164844753073675,WMT,31.0
0.04106639523244325,0.1626358032901336,0.027303472554986764,WRB,6.0
0.1096962254150779,0.020144198009168335,0.021274132514869502,WTW,4.0
0.33011892631612266,0.24479360943152004,-0.010862841813498243,XEL,36.0
